"filename","title","source_page","author","license","license_url","download_url","mime","width","height"
"data/samples/web_lane_images/wikimedia_batch/web_lane_0255_bus_stop_along_stanley_road_geograph_org_uk_7404.jpg","File:Bus stop along Stanley Road - geograph.org.uk - 7404493.jpg","https://commons.wikimedia.org/wiki/File%3ABus_stop_along_Stanley_Road_-_geograph.org.uk_-_7404493.jpg","DS Pugh","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0","https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Bus_stop_along_Stanley_Road_-_geograph.org.uk_-_7404493.jpg/960px-Bus_stop_along_Stanley_Road_-_geograph.org.uk_-_7404493.jpg","image/jpeg","640","427"
"data/samples/web_lane_images/wikimedia_batch/web_lane_0255_cycle_lanes_on_mt_albert_road.jpg","File:Cycle Lanes On Mt Albert Road.jpg","https://commons.wikimedia.org/wiki/File%3ACycle_Lanes_On_Mt_Albert_Road.jpg","Ingolfson","Public domain","","https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Cycle_Lanes_On_Mt_Albert_Road.jpg/960px-Cycle_Lanes_On_Mt_Albert_Road.jpg","image/jpeg","640","480"
"data/samples/web_lane_images/wikimedia_batch/web_lane_0256_exit_arrow_road_marking_in_park_ride_lot_framing.jpg","File:Exit arrow road marking in Park & Ride lot, Framingham MA, 2025-11-19.jpg","https://commons.wikimedia.org/wiki/File%3AExit_arrow_road_marking_in_Park_%26_Ride_lot%2C_Framingham_MA%2C_2025-11-19.jpg","Peter Cooper Jr.","CC0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Exit_arrow_road_marking_in_Park_%26_Ride_lot%2C_Framingham_MA%2C_2025-11-19.jpg/960px-Exit_arrow_road_marking_in_Park_%26_Ride_lot%2C_Framingham_MA%2C_2025-11-19.jpg","image/jpeg","640","640"
"data/samples/web_lane_images/wikimedia_batch/web_lane_0257_abbey_road_london.jpg","File:Abbey Road London.jpg","https://commons.wikimedia.org/wiki/File%3AAbbey_Road_London.jpg","Mikano at German Wikipedia","CC BY-SA 3.0","http://creativecommons.org/licenses/by-sa/3.0/","https://upload.wikimedia.org/wikipedia/commons/8/81/Abbey_Road_London.jpg","image/jpeg","600","407"
"data/samples/web_lane_images/wikimedia_batch/web_lane_0259_route_66_pavement_marker_rainbow_bridge.jpg","File:Route 66 Pavement marker, Rainbow Bridge.jpg","https://commons.wikimedia.org/wiki/File%3ARoute_66_Pavement_marker%2C_Rainbow_Bridge.jpg","Kevin from Oklahoma, USA","CC BY 2.0","https://creativecommons.org/licenses/by/2.0","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Route_66_Pavement_marker%2C_Rainbow_Bridge.jpg/960px-Route_66_Pavement_marker%2C_Rainbow_Bridge.jpg","image/jpeg","640","480"
"data/samples/web_lane_images/wikimedia_batch/web_lane_0260_cycle_lane_belfast_may_2010_01.jpg","File:Cycle lane, Belfast, May 2010 (01).JPG","https://commons.wikimedia.org/wiki/File%3ACycle_lane%2C_Belfast%2C_May_2010_%2801%29.JPG","Ardfern","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Cycle_lane%2C_Belfast%2C_May_2010_%2801%29.JPG/960px-Cycle_lane%2C_Belfast%2C_May_2010_%2801%29.JPG","image/jpeg","640","427"
"data/samples/web_lane_images/wikimedia_batch/web_lane_0261_cycle_lane_belfast_may_2010_02.jpg","File:Cycle lane, Belfast, May 2010 (02).JPG","https://commons.wikimedia.org/wiki/File%3ACycle_lane%2C_Belfast%2C_May_2010_%2802%29.JPG","Ardfern","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Cycle_lane%2C_Belfast%2C_May_2010_%2802%29.JPG/960px-Cycle_lane%2C_Belfast%2C_May_2010_%2802%29.JPG","image/jpeg","640","427"
"data/samples/web_lane_images/wikimedia_batch/web_lane_0261_cycle_lanes_on_mt_albert_road.jpg","File:Cycle Lanes On Mt Albert Road.jpg","https://commons.wikimedia.org/wiki/File%3ACycle_Lanes_On_Mt_Albert_Road.jpg","Ingolfson","Public domain","","https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Cycle_Lanes_On_Mt_Albert_Road.jpg/960px-Cycle_Lanes_On_Mt_Albert_Road.jpg","image/jpeg","640","480"
"data/samples/web_lane_images/wikimedia_batch/web_lane_0262_abbey_road_london.jpg","File:Abbey Road London.jpg","https://commons.wikimedia.org/wiki/File%3AAbbey_Road_London.jpg","Mikano at German Wikipedia","CC BY-SA 3.0","http://creativecommons.org/licenses/by-sa/3.0/","https://upload.wikimedia.org/wikipedia/commons/8/81/Abbey_Road_London.jpg","image/jpeg","600","407"
"data/samples/web_lane_images/wikimedia_batch/web_lane_0263_route_66_pavement_marker_rainbow_bridge.jpg","File:Route 66 Pavement marker, Rainbow Bridge.jpg","https://commons.wikimedia.org/wiki/File%3ARoute_66_Pavement_marker%2C_Rainbow_Bridge.jpg","Kevin from Oklahoma, USA","CC BY 2.0","https://creativecommons.org/licenses/by/2.0","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Route_66_Pavement_marker%2C_Rainbow_Bridge.jpg/960px-Route_66_Pavement_marker%2C_Rainbow_Bridge.jpg","image/jpeg","640","480"
